hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
Resort Hotel,0,89,2016,February,27,7,0,6,2,0.0,0,SC,BEL,Offline TA/TO,TA/TO,0,2,0,A,A,0,No Deposit,30.0,,0,Transient,65.83,0,1,Check-Out,2016-09-14
City Hotel,0,11,2015,May,23,7,3,0,2,0.0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,C,C,0,No Deposit,33.0,,0,Transient-Party,124.87,0,1,Check-Out,2017-01-08
City Hotel,0,91,2016,August,50,3,1,2,1,0.0,0,SC,FRA,Direct,TA/TO,0,0,0,A,A,2,No Deposit,18.0,,0,Transient,31.59,0,2,Check-Out,2016-04-20
City Hotel,1,43,2016,August,46,13,0,0,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,D,D,0,Non Refund,5.0,,0,Transient-Party,17.98,1,1,Canceled,2016-02-28
City Hotel,0,31,2017,May,20,1,0,6,2,0.0,0,SC,GBR,Offline TA/TO,TA/TO,0,0,0,B,B,0,No Deposit,20.0,,0,Transient,135.78,0,2,Check-Out,2016-02-22
Resort Hotel,0,86,2016,May,38,15,1,7,4,0.0,0,BB,GBR,Online TA,TA/TO,0,1,0,A,B,0,No Deposit,23.0,,0,Contract,42.82,0,1,Check-Out,2016-01-19
City Hotel,0,167,2016,January,43,7,2,1,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,11.0,,0,Transient,64.56,0,1,Check-Out,2017-02-17
Resort Hotel,1,155,2016,January,6,12,3,4,1,2.0,0,BB,PRT,Online TA,Corporate,0,0,0,E,E,1,No Deposit,10.0,,0,Transient-Party,43.61,0,0,Canceled,2016-04-19
City Hotel,0,113,2016,December,31,17,2,2,1,0.0,0,BB,BEL,Online TA,TA/TO,1,0,0,A,F,0,No Deposit,16.0,,0,Transient-Party,72.65,0,2,Check-Out,2016-02-15
Resort Hotel,0,79,2015,March,42,20,2,0,2,0.0,0,SC,BRA,Direct,TA/TO,0,0,0,A,A,0,No Deposit,18.0,,0,Transient,236.76,0,1,Check-Out,2017-07-07
Resort Hotel,0,85,2017,December,3,2,1,0,2,1.0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,26.0,,0,Transient,89.81,0,2,Check-Out,2017-04-28
City Hotel,0,92,2015,January,18,5,3,9,2,0.0,0,SC,PRT,Offline TA/TO,Corporate,0,0,0,E,F,0,No Deposit,12.0,,0,Transient,103.94,0,0,Check-Out,2017-01-29
City Hotel,1,55,2017,December,42,9,3,6,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,3.0,,0,Transient,59.22,0,0,Canceled,2016-02-10
Resort Hotel,0,85,2017,June,49,15,2,6,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,14.0,,0,Transient,99.68,0,0,Check-Out,2017-09-21
City Hotel,0,10,2015,October,52,25,3,2,3,0.0,0,HB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,10.0,,0,Transient-Party,148.82,0,1,Check-Out,2016-07-16
Resort Hotel,0,136,2017,November,32,4,1,2,2,0.0,0,BB,FRA,Online TA,Corporate,0,0,0,A,A,0,No Deposit,26.0,138.0,0,Transient,109.61,0,2,Check-Out,2016-10-17
City Hotel,0,22,2017,May,3,2,1,7,1,2.0,0,HB,USA,Online TA,TA/TO,0,0,0,C,C,0,Non Refund,16.0,,0,Contract,195.21,0,1,Check-Out,2017-07-15
City Hotel,0,39,2016,September,2,18,3,4,1,0.0,0,SC,GBR,Groups,TA/TO,0,0,0,A,A,1,No Deposit,24.0,,0,Transient,70.26,0,1,Check-Out,2016-01-03
City Hotel,0,243,2016,May,43,28,1,1,1,1.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,15.0,115.0,0,Transient,8.35,0,0,Check-Out,2017-07-15
Resort Hotel,0,72,2015,October,39,24,3,4,1,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,24.0,,0,Transient-Party,123.1,0,4,Check-Out,2016-05-21
Resort Hotel,0,15,2015,December,11,16,3,5,1,0.0,0,BB,PRT,Aviation,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient,123.86,0,0,Check-Out,2016-07-18
City Hotel,1,1,2017,October,7,1,3,5,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,25.0,,0,Transient,108.02,0,0,Canceled,2017-10-07
Resort Hotel,0,9,2015,September,8,17,1,5,2,1.0,0,FB,ITA,Offline TA/TO,TA/TO,0,0,0,C,C,0,No Deposit,3.0,,0,Transient,43.5,0,2,Check-Out,2016-12-06
Resort Hotel,0,13,2016,May,46,13,1,8,2,0.0,0,SC,PRT,Direct,TA/TO,0,0,0,D,D,0,No Deposit,32.0,,0,Transient,80.33,0,0,Check-Out,2017-02-02
City Hotel,1,53,2016,February,40,13,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,D,0,No Deposit,38.0,,0,Contract,113.93,0,0,Canceled,2017-03-04
City Hotel,0,57,2015,July,50,14,2,5,2,0.0,0,BB,ESP,Online TA,Corporate,0,0,0,D,D,0,No Deposit,22.0,,0,Transient,116.21,0,0,Check-Out,2017-05-11
Resort Hotel,0,37,2017,February,6,16,2,8,2,0.0,0,BB,BRA,Groups,TA/TO,0,0,0,F,F,1,No Deposit,1.0,,0,Transient,135.19,0,0,Check-Out,2017-02-04
City Hotel,1,43,2017,July,37,21,1,9,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,13.0,,0,Transient,60.39,0,1,Canceled,2017-09-06
City Hotel,0,220,2017,November,49,6,0,9,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,5.0,,0,Transient,19.67,0,1,Check-Out,2017-09-11
Resort Hotel,0,86,2015,February,28,3,1,7,2,0.0,0,SC,ITA,Online TA,TA/TO,0,1,0,C,C,0,No Deposit,3.0,,0,Transient-Party,96.88,0,0,Check-Out,2017-06-02
City Hotel,1,52,2016,November,41,2,3,1,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,27.0,,0,Contract,133.05,0,2,Canceled,2017-01-06
Resort Hotel,0,25,2017,August,32,12,3,9,1,0.0,0,SC,USA,Groups,TA/TO,0,2,0,A,A,0,No Deposit,28.0,,24,Transient,45.51,0,1,Check-Out,2016-10-14
Resort Hotel,0,13,2016,January,1,15,0,0,1,3.0,0,BB,PRT,Groups,TA/TO,0,0,1,A,A,0,No Deposit,26.0,,0,Transient-Party,176.42,0,1,Check-Out,2017-03-06
Resort Hotel,0,13,2017,September,23,22,3,5,2,0.0,0,SC,BRA,Groups,GDS,0,0,1,A,A,0,No Deposit,7.0,,0,Contract,89.57,0,3,Check-Out,2017-04-30
City Hotel,0,82,2016,January,14,13,0,4,2,0.0,0,SC,BEL,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,8.0,,0,Transient,156.03,0,0,Check-Out,2017-04-13
City Hotel,0,6,2016,August,5,15,2,6,2,0.0,0,SC,ESP,Corporate,TA/TO,0,0,0,A,E,0,Non Refund,13.0,,0,Transient,184.76,0,0,Check-Out,2017-06-16
City Hotel,1,74,2016,July,31,28,0,7,1,0.0,0,BB,PRT,Direct,Direct,0,0,1,A,A,0,No Deposit,17.0,,0,Transient,31.53,0,2,Canceled,2016-09-26
City Hotel,0,152,2017,September,49,21,3,7,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,10.0,,0,Transient-Party,127.01,0,0,Check-Out,2017-11-26
City Hotel,0,32,2015,May,3,20,3,2,1,0.0,0,BB,GBR,Direct,TA/TO,1,0,0,A,A,0,No Deposit,37.0,,0,Transient,186.49,0,3,Check-Out,2017-08-10
City Hotel,0,506,2017,February,18,11,1,7,1,0.0,0,BB,BEL,Direct,TA/TO,0,0,1,E,E,0,No Deposit,2.0,,0,Transient-Party,84.67,0,0,Check-Out,2017-09-17
City Hotel,0,32,2016,May,35,5,2,7,2,0.0,0,HB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,20.0,,0,Transient,192.85,0,0,Check-Out,2016-04-25
City Hotel,0,39,2015,October,17,26,3,0,1,0.0,0,SC,NLD,Offline TA/TO,TA/TO,1,0,0,B,B,1,No Deposit,39.0,,0,Transient,149.75,0,1,Check-Out,2017-09-29
City Hotel,0,365,2017,December,7,16,0,6,2,0.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,,,0,Transient,90.15,0,0,Check-Out,2017-05-12
City Hotel,0,37,2016,March,10,3,2,1,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,14.0,,0,Transient,103.36,0,1,Check-Out,2017-07-01
City Hotel,0,43,2016,May,2,14,1,5,2,1.0,0,BB,USA,Online TA,TA/TO,0,0,0,C,C,1,Non Refund,26.0,,0,Transient-Party,34.06,0,2,Check-Out,2016-04-21
Resort Hotel,0,117,2017,November,52,3,2,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,1,D,D,0,No Deposit,34.0,,0,Transient-Party,74.35,0,0,Check-Out,2017-07-12
City Hotel,0,138,2017,April,26,28,2,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,1,C,C,0,No Deposit,10.0,,0,Transient,134.98,0,0,Check-Out,2016-06-05
Resort Hotel,1,101,2016,March,50,15,2,2,1,2.0,0,BB,ITA,Direct,TA/TO,0,0,1,A,A,0,No Deposit,23.0,,0,Transient,92.66,0,1,Canceled,2017-04-30
Resort Hotel,0,63,2017,October,36,22,2,8,2,0.0,0,BB,DEU,Direct,TA/TO,0,0,0,B,B,0,No Deposit,,,0,Transient,120.58,0,1,Check-Out,2017-07-11
City Hotel,0,17,2016,June,19,14,2,9,1,0.0,0,SC,PRT,Offline TA/TO,Direct,0,0,0,A,A,0,No Deposit,37.0,135.0,0,Transient,156.99,0,1,Check-Out,2016-01-12
City Hotel,0,9,2016,July,50,1,0,7,2,1.0,0,BB,ITA,Online TA,GDS,0,0,0,A,A,0,No Deposit,37.0,,0,Transient,155.28,0,1,Check-Out,2017-03-22
City Hotel,0,2,2015,June,14,18,3,7,2,0.0,0,SC,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,25.0,,0,Transient,122.71,0,2,Check-Out,2017-08-02
City Hotel,0,72,2015,August,10,19,0,3,2,0.0,0,BB,ESP,Online TA,GDS,0,0,0,D,D,0,No Deposit,26.0,,0,Transient,80.01,0,0,Check-Out,2017-03-14
City Hotel,0,121,2016,April,42,7,1,1,2,2.0,0,HB,NLD,Groups,GDS,1,2,0,D,D,0,No Deposit,10.0,,0,Transient,113.09,0,1,Check-Out,2017-11-20
City Hotel,0,69,2016,September,29,21,2,5,1,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,34.0,,0,Transient,115.66,0,1,Check-Out,2016-09-09
Resort Hotel,0,7,2017,May,22,7,3,4,2,2.0,0,SC,PRT,Groups,Corporate,0,0,0,C,C,0,No Deposit,32.0,,0,Transient-Party,76.23,0,0,Check-Out,2017-04-22
Resort Hotel,0,18,2016,July,31,20,2,2,2,1.0,0,BB,DEU,Online TA,Direct,0,0,0,D,D,0,No Deposit,18.0,,0,Transient-Party,121.95,0,0,Check-Out,2017-10-24
Resort Hotel,0,34,2016,March,51,21,0,2,1,0.0,0,BB,,Direct,Direct,0,0,0,A,A,1,No Deposit,36.0,,0,Transient-Party,68.64,0,1,Check-Out,2016-08-17
City Hotel,0,9,2017,January,15,4,1,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,11.0,,0,Transient,104.24,0,0,Check-Out,2016-08-14
City Hotel,1,41,2017,July,47,9,0,8,2,0.0,0,BB,FRA,Online TA,Direct,0,0,0,A,A,0,No Deposit,35.0,,0,Transient,78.29,0,1,Canceled,2017-04-11
Resort Hotel,1,93,2016,February,48,5,2,3,1,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,1,A,A,0,No Deposit,26.0,121.0,0,Transient,83.79,0,2,Canceled,2016-04-19
City Hotel,0,166,2017,November,40,21,2,9,2,0.0,0,HB,BEL,Online TA,TA/TO,0,0,1,A,A,0,No Deposit,2.0,,0,Transient,146.3,0,2,Check-Out,2017-10-27
City Hotel,0,189,2017,December,9,7,2,6,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,E,E,0,Non Refund,15.0,,0,Transient,146.0,0,0,Check-Out,2016-08-23
City Hotel,0,180,2015,April,5,18,3,1,1,2.0,1,SC,PRT,Online TA,Direct,0,0,1,C,C,0,No Deposit,29.0,,0,Transient,97.39,0,0,Check-Out,2016-02-03
City Hotel,0,8,2016,April,7,12,2,0,2,2.0,0,SC,PRT,Online TA,Direct,0,0,1,A,A,0,No Deposit,30.0,,0,Transient,161.84,0,0,Check-Out,2016-04-13
City Hotel,1,228,2016,July,37,3,3,4,2,2.0,0,FB,GBR,Online TA,TA/TO,0,0,1,A,A,0,No Deposit,16.0,,0,Transient,138.47,0,0,Canceled,2017-07-16
City Hotel,0,87,2017,March,21,25,3,0,3,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,10.0,,0,Transient,131.79,0,0,Check-Out,2017-11-16
City Hotel,0,273,2016,November,52,20,1,9,2,0.0,0,BB,PRT,Online TA,TA/TO,0,2,0,E,E,0,No Deposit,8.0,,0,Transient,101.81,0,0,Check-Out,2016-09-15
City Hotel,0,7,2016,February,1,8,1,9,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient,135.07,0,4,Check-Out,2017-10-09
City Hotel,0,12,2017,June,20,25,0,6,1,0.0,0,BB,BEL,Online TA,GDS,0,0,0,A,A,0,No Deposit,17.0,,0,Transient,85.68,1,4,Check-Out,2017-01-31
City Hotel,0,343,2016,March,14,20,1,2,2,2.0,0,SC,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,17.0,,0,Transient,115.33,0,0,Check-Out,2017-06-25
City Hotel,1,84,2016,October,46,23,2,8,1,1.0,0,BB,BEL,Offline TA/TO,TA/TO,0,0,0,C,C,0,Non Refund,7.0,123.0,0,Transient,160.95,0,0,Canceled,2016-12-27
Resort Hotel,1,112,2017,February,7,5,2,6,2,1.0,0,BB,ESP,Online TA,Direct,0,0,0,A,A,1,Non Refund,16.0,,0,Transient-Party,146.64,0,2,Canceled,2017-05-26
City Hotel,0,135,2017,June,22,1,3,3,3,0.0,0,SC,IRL,Offline TA/TO,TA/TO,0,1,0,G,G,0,Refundable,,,0,Transient,78.9,0,2,Check-Out,2017-08-14
Resort Hotel,0,10,2017,November,46,2,2,8,1,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,21.0,,0,Transient,154.81,0,2,Check-Out,2016-02-29
Resort Hotel,0,22,2016,June,51,16,3,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,30.0,,0,Transient,50.5,0,1,Check-Out,2016-05-01
City Hotel,0,0,2015,March,48,23,2,5,2,0.0,0,SC,DEU,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,39.0,,0,Transient,103.88,0,1,Check-Out,2016-09-26
Resort Hotel,0,340,2016,February,34,26,3,6,1,0.0,0,BB,GBR,Offline TA/TO,Direct,0,0,0,A,A,0,No Deposit,38.0,,0,Transient,156.81,0,0,Check-Out,2016-02-02
Resort Hotel,1,43,2016,August,9,27,3,9,2,0.0,0,HB,USA,Online TA,Direct,0,0,0,A,A,1,No Deposit,37.0,,0,Transient-Party,69.24,0,3,Canceled,2016-07-23
City Hotel,0,3,2016,February,6,17,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,38.0,,0,Transient,119.8,0,2,Check-Out,2017-07-26
City Hotel,0,0,2017,May,22,18,3,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,C,G,0,No Deposit,26.0,,0,Transient-Party,126.12,0,0,Check-Out,2016-03-01
City Hotel,0,22,2017,August,25,9,3,8,2,1.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,G,0,No Deposit,36.0,,0,Transient,163.24,0,0,Check-Out,2017-06-06
Resort Hotel,0,19,2016,May,27,1,1,4,1,0.0,0,BB,GBR,Direct,TA/TO,0,0,0,D,D,0,No Deposit,33.0,,0,Transient,83.18,0,1,Check-Out,2017-08-12
Resort Hotel,0,180,2016,October,3,6,0,7,1,0.0,0,SC,GBR,Direct,TA/TO,0,0,0,D,D,0,No Deposit,,,0,Transient,143.12,0,4,Check-Out,2017-09-23
Resort Hotel,0,6,2016,September,36,2,0,7,2,0.0,0,Undefined,ITA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,37.0,,0,Contract,73.81,0,1,Check-Out,2017-10-13
Resort Hotel,1,80,2016,February,21,20,3,3,2,2.0,0,HB,PRT,Direct,TA/TO,0,0,0,D,D,0,No Deposit,23.0,,0,Transient,89.16,0,2,Canceled,2017-02-12
City Hotel,0,35,2017,October,6,15,1,3,2,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,C,B,0,No Deposit,1.0,,0,Transient,105.47,0,1,Check-Out,2017-04-25
Resort Hotel,0,5,2015,November,48,22,2,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,F,0,No Deposit,,,0,Transient,99.74,0,1,Check-Out,2017-01-02
City Hotel,1,20,2017,March,19,5,1,0,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,22.0,,0,Transient-Party,148.96,0,1,Canceled,2016-05-07
Resort Hotel,1,169,2015,May,13,26,1,7,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,39.0,125.0,34,Transient,214.54,0,3,Canceled,2017-09-14
City Hotel,1,16,2016,May,26,21,1,1,2,0.0,0,BB,ESP,Online TA,Direct,0,2,0,A,A,1,No Deposit,18.0,102.0,0,Transient-Party,105.3,0,2,Canceled,2017-08-28
City Hotel,0,49,2017,June,50,26,2,9,2,0.0,0,BB,GBR,Online TA,Corporate,0,0,0,C,C,0,No Deposit,27.0,,0,Transient,106.71,0,3,Check-Out,2017-03-13
Resort Hotel,0,175,2015,June,43,19,0,7,2,0.0,0,HB,CN,Online TA,TA/TO,0,0,1,G,G,0,No Deposit,37.0,,0,Transient,182.1,0,0,Check-Out,2017-05-27
Resort Hotel,0,45,2015,November,6,10,3,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,213.77,0,0,Check-Out,2017-03-30
City Hotel,1,379,2016,August,36,18,1,0,2,0.0,0,BB,PRT,Online TA,Corporate,0,0,0,G,G,0,No Deposit,15.0,,0,Transient,98.56,0,0,Canceled,2016-02-28
City Hotel,0,88,2016,November,35,17,0,7,4,0.0,0,HB,ITA,Online TA,TA/TO,0,0,1,A,A,0,No Deposit,36.0,120.0,0,Transient,119.74,0,0,Check-Out,2016-06-09
City Hotel,0,47,2015,May,47,6,0,4,4,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,C,C,0,No Deposit,21.0,111.0,0,Transient,45.12,0,2,Check-Out,2017-04-29
Resort Hotel,0,131,2015,July,51,3,0,1,2,0.0,0,BB,BEL,Offline TA/TO,TA/TO,0,0,1,D,D,0,Non Refund,28.0,,0,Transient,71.06,0,0,Check-Out,2016-05-25
City Hotel,0,50,2015,February,39,19,1,4,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,C,C,0,No Deposit,23.0,,0,Transient,32.15,0,0,Check-Out,2016-02-28
City Hotel,0,50,2016,April,35,3,2,9,2,0.0,0,BB,PRT,Offline TA/TO,Direct,0,0,0,E,E,0,No Deposit,20.0,133.0,0,Transient,91.56,1,2,Check-Out,2016-12-01
City Hotel,0,65,2016,August,19,3,3,6,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,15.0,,0,Transient,180.69,0,2,Check-Out,2016-08-30
City Hotel,1,33,2017,March,47,3,3,6,2,0.0,0,BB,FRA,Offline TA/TO,Direct,0,0,0,D,D,1,No Deposit,,,0,Transient,66.33,0,0,Canceled,2016-12-06
City Hotel,0,57,2017,December,50,18,1,5,3,0.0,0,BB,BEL,Offline TA/TO,TA/TO,0,0,1,B,B,1,No Deposit,30.0,,0,Contract,76.74,1,1,Check-Out,2016-01-29
City Hotel,0,114,2015,April,52,26,2,1,4,0.0,0,BB,FRA,Online TA,TA/TO,0,1,0,D,D,1,No Deposit,,,0,Contract,126.53,0,0,Check-Out,2017-03-19
Resort Hotel,0,107,2016,February,50,14,1,9,2,0.0,0,BB,FRA,Complementary,TA/TO,0,0,0,E,E,0,No Deposit,36.0,,184,Transient,34.38,1,0,Check-Out,2017-06-15
Resort Hotel,0,3,2015,October,34,5,0,7,4,0.0,0,FB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,1,Non Refund,2.0,,0,Transient,120.09,0,0,Check-Out,2016-06-18
Resort Hotel,0,44,2016,February,50,15,2,5,2,0.0,0,HB,GBR,Offline TA/TO,Corporate,0,2,1,A,D,0,No Deposit,36.0,121.0,0,Transient,0.0,0,1,Check-Out,2017-02-08
City Hotel,0,19,2016,April,41,14,2,7,1,0.0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,4.0,,0,Group,93.33,0,2,Check-Out,2016-04-13
City Hotel,0,20,2017,March,13,17,3,3,1,0.0,0,SC,PRT,Direct,TA/TO,0,0,0,A,A,0,No Deposit,39.0,,0,Transient,34.9,0,1,Check-Out,2016-11-12
Resort Hotel,0,46,2016,September,2,13,0,7,2,0.0,0,SC,FRA,Offline TA/TO,TA/TO,0,2,0,A,A,0,No Deposit,22.0,,0,Transient,72.25,0,2,Check-Out,2017-11-11
Resort Hotel,0,98,2016,November,51,15,2,9,1,0.0,0,HB,PRT,Groups,TA/TO,0,0,1,C,C,0,No Deposit,13.0,,0,Transient,99.88,0,0,Check-Out,2017-07-14
City Hotel,0,22,2017,March,23,10,1,3,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,28.0,,0,Transient-Party,100.18,0,0,Check-Out,2016-03-18
Resort Hotel,0,20,2017,May,46,26,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,38.0,132.0,0,Transient,96.44,0,2,Check-Out,2017-07-09
Resort Hotel,0,130,2016,June,15,16,0,7,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,,,0,Transient,206.34,0,0,Check-Out,2017-04-05
Resort Hotel,1,20,2016,September,19,9,0,8,2,0.0,0,BB,ESP,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,10.0,,0,Transient,137.92,0,0,Canceled,2017-02-22
Resort Hotel,1,31,2017,May,43,1,1,8,2,0.0,0,Undefined,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,31.0,139.0,0,Transient,29.79,0,2,Canceled,2017-11-15
City Hotel,0,25,2016,July,28,20,0,9,1,0.0,0,SC,NLD,Online TA,GDS,0,0,1,A,A,0,No Deposit,9.0,,0,Transient,42.77,0,0,Check-Out,2016-01-02
City Hotel,0,14,2017,July,36,11,1,3,2,0.0,0,BB,PRT,Online TA,Direct,0,0,1,D,D,0,No Deposit,2.0,,0,Transient,165.65,0,1,Check-Out,2016-04-24
City Hotel,1,121,2017,January,17,7,2,9,1,0.0,0,Undefined,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,7.0,,0,Transient,105.56,0,0,Canceled,2017-11-27
City Hotel,1,349,2016,July,32,14,0,2,2,0.0,0,SC,GBR,Groups,TA/TO,0,0,0,D,D,1,No Deposit,32.0,,57,Transient,162.38,0,0,Canceled,2016-11-30
Resort Hotel,1,9,2016,July,26,14,3,5,2,0.0,0,HB,ESP,Direct,TA/TO,1,0,0,A,A,1,Non Refund,6.0,,0,Transient,151.89,0,4,Canceled,2017-09-29
City Hotel,0,31,2015,December,49,23,1,8,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,2,D,D,0,No Deposit,30.0,,0,Transient,92.87,0,1,Check-Out,2016-02-02
City Hotel,0,29,2016,July,26,16,3,9,2,0.0,0,BB,PRT,Groups,Direct,0,0,2,A,A,1,No Deposit,,,0,Transient,112.56,0,2,Check-Out,2016-11-28
Resort Hotel,0,15,2016,November,5,20,2,6,2,0.0,0,BB,DEU,Corporate,TA/TO,0,0,0,E,E,0,No Deposit,31.0,,0,Transient,78.98,0,1,Check-Out,2017-10-16
Resort Hotel,0,58,2017,May,39,19,3,5,2,0.0,0,SC,PRT,Direct,TA/TO,0,0,0,A,A,0,No Deposit,12.0,,0,Transient,148.27,0,2,Check-Out,2017-09-01
Resort Hotel,0,180,2017,September,50,24,1,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,0,Transient,111.35,0,0,Check-Out,2017-10-15
City Hotel,1,4,2017,November,46,1,0,8,1,0.0,0,HB,USA,Direct,TA/TO,0,0,1,A,A,0,Non Refund,33.0,,0,Transient,160.52,0,0,Canceled,2016-09-01
Resort Hotel,0,159,2017,February,6,11,0,8,2,0.0,0,SC,USA,Direct,TA/TO,0,0,1,A,A,1,No Deposit,25.0,,0,Transient,74.92,0,0,Check-Out,2017-02-01
City Hotel,0,31,2017,July,52,21,0,2,2,0.0,0,SC,ESP,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,93.23,0,0,Check-Out,2016-05-14
City Hotel,0,179,2015,December,19,4,2,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Contract,80.79,0,1,Check-Out,2016-02-10
City Hotel,1,37,2016,July,44,13,2,8,1,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,C,E,0,No Deposit,1.0,136.0,0,Transient,173.16,0,0,Canceled,2016-08-30
City Hotel,0,22,2016,November,33,12,3,8,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,11.0,,0,Transient,103.59,0,1,Check-Out,2017-05-29
Resort Hotel,1,2,2016,June,51,23,3,0,2,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,12.0,,0,Transient,100.36,0,0,Canceled,2017-07-11
City Hotel,0,0,2015,November,18,27,3,4,2,3.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,8.0,,0,Transient,96.54,0,0,Check-Out,2016-05-06
City Hotel,0,103,2016,August,32,3,1,5,2,0.0,0,HB,GBR,Direct,TA/TO,0,0,0,A,C,0,No Deposit,23.0,,0,Transient,157.97,0,1,Check-Out,2016-01-31
Resort Hotel,0,187,2016,June,36,7,1,0,2,0.0,0,SC,FRA,Aviation,TA/TO,0,0,0,B,B,1,No Deposit,5.0,,0,Transient,239.27,0,3,Check-Out,2017-10-03
Resort Hotel,0,48,2016,March,9,22,3,6,2,0.0,0,BB,PRT,Online TA,Direct,0,0,0,A,B,0,No Deposit,26.0,,0,Transient,218.03,0,2,Check-Out,2017-09-25
